Sum of transaction_id,transaction_time,transaction_qty,Sum of unit_price,Sum of Total_bill,Year,Month,Day,Sum of product_id,store_location,Sum of store_id,Size,product_type,product_detail,product_category,Month Name,Sum of Month,Sum of Hour,Sum of Day of Week,Day Name
17874,1899-12-30 19:30:55,2,3,6,2023,February,1,51,Astoria,3,Large,Brewed Black tea,Earl Grey,Tea,February,2,19,3,Wednesday
17875,1899-12-30 19:32:22,1,3,3,2023,February,1,47,Astoria,3,Large,Brewed Green tea,Serenity Green Tea,Tea,February,2,19,3,Wednesday
17876,1899-12-30 19:34:03,1,3,3,2023,February,1,43,Hell's Kitchen,8,Large,Brewed herbal tea,Lemon Grass,Tea,February,2,19,3,Wednesday
17877,1899-12-30 19:34:12,1,2,2,2023,February,1,48,Astoria,3,Regular,Brewed Black tea,English Breakfast,Tea,February,2,19,3,Wednesday
17878,1899-12-30 19:34:12,1,3,3,2023,February,1,70,Astoria,3,Not Defined,Scone,Cranberry Scone,Bakery,February,2,19,3,Wednesday
17879,1899-12-30 19:36:35,1,3,3,2023,February,1,26,Astoria,3,Regular,Organic brewed coffee,Brazilian,Coffee,February,2,19,3,Wednesday
17880,1899-12-30 19:40:02,1,3,3,2023,February,1,45,Hell's Kitchen,8,Large,Brewed herbal tea,Peppermint,Tea,February,2,19,3,Wednesday
17881,1899-12-30 19:40:02,1,4,4,2023,February,1,76,Hell's Kitchen,8,Not Defined,Biscotti,Chocolate Chip Biscotti,Bakery,February,2,19,3,Wednesday
17882,1899-12-30 19:40:09,2,2,5,2023,February,1,44,Astoria,3,Regular,Brewed herbal tea,Peppermint,Tea,February,2,19,3,Wednesday
17883,1899-12-30 19:44:41,1,5,5,2023,February,1,61,Hell's Kitchen,8,Large,Hot chocolate,Sustainably Grown Organic,Drinking Chocolate,February,2,19,3,Wednesday
17884,1899-12-30 19:49:37,1,4,4,2023,February,1,36,Astoria,3,Large,Premium brewed coffee,Jamaican Coffee River,Coffee,February,2,19,3,Wednesday
17885,1899-12-30 19:52:24,2,4,7,2023,February,1,33,Astoria,3,Large,Gourmet brewed coffee,Ethiopia,Coffee,February,2,19,3,Wednesday
17886,1899-12-30 19:54:36,1,3,3,2023,February,1,87,Hell's Kitchen,8,Not Defined,Barista Espresso,Ouro Brasileiro shot,Coffee,February,2,19,3,Wednesday
17887,1899-12-30 19:54:36,1,4,4,2023,February,1,74,Hell's Kitchen,8,Not Defined,Biscotti,Ginger Biscotti,Bakery,February,2,19,3,Wednesday
17888,1899-12-30 19:57:08,1,2,2,2023,February,1,48,Astoria,3,Regular,Brewed Black tea,English Breakfast,Tea,February,2,19,3,Wednesday
17889,1899-12-30 19:58:29,1,4,4,2023,February,1,55,Astoria,3,Large,Brewed Chai tea,Morning Sunrise Chai,Tea,February,2,19,3,Wednesday
17890,1899-12-30 07:09:20,1,2,2,2023,February,2,31,Lower Manhattan,5,Small,Gourmet brewed coffee,Ethiopia,Coffee,February,2,7,4,Thursday
17891,1899-12-30 07:13:17,2,4,8,2023,February,2,60,Lower Manhattan,5,Regular,Hot chocolate,Sustainably Grown Organic,Drinking Chocolate,February,2,7,4,Thursday
17892,1899-12-30 07:16:35,2,2,4,2023,February,2,28,Lower Manhattan,5,Small,Gourmet brewed coffee,Columbian Medium Roast,Coffee,February,2,7,4,Thursday
17893,1899-12-30 07:16:46,1,3,3,2023,February,2,57,Lower Manhattan,5,Large,Brewed Chai tea,Spicy Eye Opener Chai,Tea,February,2,7,4,Thursday
17894,1899-12-30 07:16:46,1,3,3,2023,February,2,70,Lower Manhattan,5,Not Defined,Scone,Cranberry Scone,Bakery,February,2,7,4,Thursday
17895,1899-12-30 07:20:01,1,3,3,2023,February,2,47,Lower Manhattan,5,Large,Brewed Green tea,Serenity Green Tea,Tea,February,2,7,4,Thursday
17896,1899-12-30 07:22:45,1,2,2,2023,February,2,42,Lower Manhattan,5,Regular,Brewed herbal tea,Lemon Grass,Tea,February,2,7,4,Thursday
17897,1899-12-30 07:25:59,1,3,3,2023,February,2,24,Lower Manhattan,5,Large,Drip coffee,Our Old Time Diner Blend,Coffee,February,2,7,4,Thursday
17898,1899-12-30 07:26:03,2,3,6,2023,February,2,53,Lower Manhattan,5,Large,Brewed Chai tea,Traditional Blend Chai,Tea,February,2,7,4,Thursday
17899,1899-12-30 07:42:52,2,3,6,2023,February,2,26,Lower Manhattan,5,Regular,Organic brewed coffee,Brazilian,Coffee,February,2,7,4,Thursday
17900,1899-12-30 07:53:48,2,4,7,2023,February,2,27,Lower Manhattan,5,Large,Organic brewed coffee,Brazilian,Coffee,February,2,7,4,Thursday
17901,1899-12-30 07:59:01,1,3,3,2023,February,2,45,Lower Manhattan,5,Large,Brewed herbal tea,Peppermint,Tea,February,2,7,4,Thursday
17902,1899-12-30 07:59:47,1,2,2,2023,February,2,48,Lower Manhattan,5,Regular,Brewed Black tea,English Breakfast,Tea,February,2,7,4,Thursday
17903,1899-12-30 07:59:47,1,4,4,2023,February,2,75,Lower Manhattan,5,Not Defined,Pastry,Croissant,Bakery,February,2,7,4,Thursday
17904,1899-12-30 08:03:02,2,2,5,2023,February,2,42,Lower Manhattan,5,Regular,Brewed herbal tea,Lemon Grass,Tea,February,2,8,4,Thursday
17905,1899-12-30 08:04:06,2,2,4,2023,February,2,31,Hell's Kitchen,8,Small,Gourmet brewed coffee,Ethiopia,Coffee,February,2,8,4,Thursday
17906,1899-12-30 08:04:55,1,2,2,2023,February,2,25,Hell's Kitchen,8,Small,Organic brewed coffee,Brazilian,Coffee,February,2,8,4,Thursday
17907,1899-12-30 08:05:07,1,2,2,2023,February,2,34,Lower Manhattan,5,Small,Premium brewed coffee,Jamaican Coffee River,Coffee,February,2,8,4,Thursday
17908,1899-12-30 08:11:11,2,5,10,2023,February,2,61,Hell's Kitchen,8,Large,Hot chocolate,Sustainably Grown Organic,Drinking Chocolate,February,2,8,4,Thursday
17909,1899-12-30 08:11:11,1,4,4,2023,February,2,74,Hell's Kitchen,8,Not Defined,Biscotti,Ginger Biscotti,Bakery,February,2,8,4,Thursday
17910,1899-12-30 08:12:05,2,2,5,2023,February,2,48,Hell's Kitchen,8,Regular,Brewed Black tea,English Breakfast,Tea,February,2,8,4,Thursday
17911,1899-12-30 08:13:48,2,2,5,2023,February,2,34,Lower Manhattan,5,Small,Premium brewed coffee,Jamaican Coffee River,Coffee,February,2,8,4,Thursday
17912,1899-12-30 08:15:25,2,4,8,2023,February,2,55,Lower Manhattan,5,Large,Brewed Chai tea,Morning Sunrise Chai,Tea,February,2,8,4,Thursday
17913,1899-12-30 08:20:38,2,2,5,2023,February,2,44,Lower Manhattan,5,Regular,Brewed herbal tea,Peppermint,Tea,February,2,8,4,Thursday
17914,1899-12-30 08:22:25,1,4,4,2023,February,2,39,Hell's Kitchen,8,Regular,Barista Espresso,Latte,Coffee,February,2,8,4,Thursday
17915,1899-12-30 08:22:25,1,4,4,2023,February,2,76,Hell's Kitchen,8,Not Defined,Biscotti,Chocolate Chip Biscotti,Bakery,February,2,8,4,Thursday
17916,1899-12-30 08:23:15,1,3,3,2023,February,2,26,Hell's Kitchen,8,Regular,Organic brewed coffee,Brazilian,Coffee,February,2,8,4,Thursday
17917,1899-12-30 08:25:27,2,5,10,2023,February,2,61,Lower Manhattan,5,Large,Hot chocolate,Sustainably Grown Organic,Drinking Chocolate,February,2,8,4,Thursday
17918,1899-12-30 08:25:27,1,4,4,2023,February,2,75,Lower Manhattan,5,Not Defined,Pastry,Croissant,Bakery,February,2,8,4,Thursday
17919,1899-12-30 08:30:10,1,2,2,2023,February,2,29,Lower Manhattan,5,Regular,Gourmet brewed coffee,Columbian Medium Roast,Coffee,February,2,8,4,Thursday
17920,1899-12-30 08:30:20,2,5,10,2023,February,2,61,Lower Manhattan,5,Large,Hot chocolate,Sustainably Grown Organic,Drinking Chocolate,February,2,8,4,Thursday
17921,1899-12-30 08:30:37,1,2,2,2023,February,2,54,Hell's Kitchen,8,Regular,Brewed Chai tea,Morning Sunrise Chai,Tea,February,2,8,4,Thursday
17922,1899-12-30 08:30:52,2,3,6,2023,February,2,47,Lower Manhattan,5,Large,Brewed Green tea,Serenity Green Tea,Tea,February,2,8,4,Thursday
17923,1899-12-30 08:30:52,1,3,3,2023,February,2,69,Lower Manhattan,5,Not Defined,Biscotti,Hazelnut Biscotti,Bakery,February,2,8,4,Thursday
17924,1899-12-30 08:31:35,1,3,3,2023,February,2,35,Hell's Kitchen,8,Regular,Premium brewed coffee,Jamaican Coffee River,Coffee,February,2,8,4,Thursday
17925,1899-12-30 08:33:18,1,2,2,2023,February,2,42,Hell's Kitchen,8,Regular,Brewed herbal tea,Lemon Grass,Tea,February,2,8,4,Thursday
17926,1899-12-30 08:34:08,1,3,3,2023,February,2,43,Lower Manhattan,5,Large,Brewed herbal tea,Lemon Grass,Tea,February,2,8,4,Thursday
17927,1899-12-30 08:34:08,1,4,4,2023,February,2,75,Lower Manhattan,5,Not Defined,Pastry,Croissant,Bakery,February,2,8,4,Thursday
17928,1899-12-30 08:34:25,2,2,4,2023,February,2,25,Hell's Kitchen,8,Small,Organic brewed coffee,Brazilian,Coffee,February,2,8,4,Thursday
17929,1899-12-30 08:40:03,2,2,4,2023,February,2,28,Hell's Kitchen,8,Small,Gourmet brewed coffee,Columbian Medium Roast,Coffee,February,2,8,4,Thursday
17930,1899-12-30 08:41:13,1,3,3,2023,February,2,56,Lower Manhattan,5,Regular,Brewed Chai tea,Spicy Eye Opener Chai,Tea,February,2,8,4,Thursday
17931,1899-12-30 08:43:50,1,3,3,2023,February,2,32,Hell's Kitchen,8,Regular,Gourmet brewed coffee,Ethiopia,Coffee,February,2,8,4,Thursday
17932,1899-12-30 08:44:04,1,2,2,2023,February,2,44,Hell's Kitchen,8,Regular,Brewed herbal tea,Peppermint,Tea,February,2,8,4,Thursday
17933,1899-12-30 08:46:25,1,3,3,2023,February,2,32,Hell's Kitchen,8,Regular,Gourmet brewed coffee,Ethiopia,Coffee,February,2,8,4,Thursday
17934,1899-12-30 08:51:31,2,3,6,2023,February,2,32,Lower Manhattan,5,Regular,Gourmet brewed coffee,Ethiopia,Coffee,February,2,8,4,Thursday
17935,1899-12-30 08:52:57,1,4,4,2023,February,2,33,Hell's Kitchen,8,Large,Gourmet brewed coffee,Ethiopia,Coffee,February,2,8,4,Thursday
17936,1899-12-30 08:54:55,2,2,4,2023,February,2,22,Lower Manhattan,5,Small,Drip coffee,Our Old Time Diner Blend,Coffee,February,2,8,4,Thursday
17937,1899-12-30 08:54:55,2,4,8,2023,February,2,55,Lower Manhattan,5,Large,Brewed Chai tea,Morning Sunrise Chai,Tea,February,2,8,4,Thursday
17938,1899-12-30 08:58:00,2,3,6,2023,February,2,53,Hell's Kitchen,8,Large,Brewed Chai tea,Traditional Blend Chai,Tea,February,2,8,4,Thursday
17939,1899-12-30 09:00:14,1,4,4,2023,February,2,39,Hell's Kitchen,8,Regular,Barista Espresso,Latte,Coffee,February,2,9,4,Thursday
17940,1899-12-30 09:01:24,1,3,3,2023,February,2,53,Hell's Kitchen,8,Large,Brewed Chai tea,Traditional Blend Chai,Tea,February,2,9,4,Thursday
17941,1899-12-30 09:01:49,2,2,4,2023,February,2,22,Lower Manhattan,5,Small,Drip coffee,Our Old Time Diner Blend,Coffee,February,2,9,4,Thursday
17942,1899-12-30 09:03:18,2,2,5,2023,February,2,23,Hell's Kitchen,8,Regular,Drip coffee,Our Old Time Diner Blend,Coffee,February,2,9,4,Thursday
17943,1899-12-30 09:04:51,1,2,2,2023,February,2,46,Lower Manhattan,5,Regular,Brewed Green tea,Serenity Green Tea,Tea,February,2,9,4,Thursday
17944,1899-12-30 09:06:09,1,2,2,2023,February,2,54,Lower Manhattan,5,Regular,Brewed Chai tea,Morning Sunrise Chai,Tea,February,2,9,4,Thursday
17945,1899-12-30 09:06:48,2,3,6,2023,February,2,51,Lower Manhattan,5,Large,Brewed Black tea,Earl Grey,Tea,February,2,9,4,Thursday
17946,1899-12-30 09:06:48,1,3,3,2023,February,2,69,Lower Manhattan,5,Not Defined,Biscotti,Hazelnut Biscotti,Bakery,February,2,9,4,Thursday
17947,1899-12-30 09:06:53,2,2,5,2023,February,2,42,Lower Manhattan,5,Regular,Brewed herbal tea,Lemon Grass,Tea,February,2,9,4,Thursday
17948,1899-12-30 09:06:53,1,4,4,2023,February,2,76,Lower Manhattan,5,Not Defined,Biscotti,Chocolate Chip Biscotti,Bakery,February,2,9,4,Thursday
17949,1899-12-30 09:11:45,1,5,5,2023,February,2,61,Hell's Kitchen,8,Large,Hot chocolate,Sustainably Grown Organic,Drinking Chocolate,February,2,9,4,Thursday
17950,1899-12-30 09:11:53,1,4,4,2023,February,2,41,Hell's Kitchen,8,Large,Barista Espresso,Cappuccino,Coffee,February,2,9,4,Thursday
17951,1899-12-30 09:12:51,2,4,9,2023,February,2,59,Lower Manhattan,5,Large,Hot chocolate,Dark chocolate,Drinking Chocolate,February,2,9,4,Thursday
17952,1899-12-30 09:13:16,2,2,5,2023,February,2,54,Hell's Kitchen,8,Regular,Brewed Chai tea,Morning Sunrise Chai,Tea,February,2,9,4,Thursday
17953,1899-12-30 09:13:16,1,4,4,2023,February,2,39,Hell's Kitchen,8,Regular,Barista Espresso,Latte,Coffee,February,2,9,4,Thursday
17954,1899-12-30 09:17:08,1,2,2,2023,February,2,46,Hell's Kitchen,8,Regular,Brewed Green tea,Serenity Green Tea,Tea,February,2,9,4,Thursday
17955,1899-12-30 09:18:06,2,4,8,2023,February,2,38,Hell's Kitchen,8,Not Defined,Barista Espresso,Latte,Coffee,February,2,9,4,Thursday
17956,1899-12-30 09:18:46,1,3,3,2023,February,2,43,Lower Manhattan,5,Large,Brewed herbal tea,Lemon Grass,Tea,February,2,9,4,Thursday
17957,1899-12-30 09:25:42,2,2,5,2023,February,2,46,Lower Manhattan,5,Regular,Brewed Green tea,Serenity Green Tea,Tea,February,2,9,4,Thursday
17958,1899-12-30 09:28:15,1,2,2,2023,February,2,29,Hell's Kitchen,8,Regular,Gourmet brewed coffee,Columbian Medium Roast,Coffee,February,2,9,4,Thursday
17959,1899-12-30 09:29:12,2,2,5,2023,February,2,50,Hell's Kitchen,8,Regular,Brewed Black tea,Earl Grey,Tea,February,2,9,4,Thursday
17960,1899-12-30 09:31:37,2,4,9,2023,February,2,59,Hell's Kitchen,8,Large,Hot chocolate,Dark chocolate,Drinking Chocolate,February,2,9,4,Thursday
17961,1899-12-30 09:31:50,2,2,5,2023,February,2,46,Lower Manhattan,5,Regular,Brewed Green tea,Serenity Green Tea,Tea,February,2,9,4,Thursday
17962,1899-12-30 09:33:57,2,2,5,2023,February,2,23,Hell's Kitchen,8,Regular,Drip coffee,Our Old Time Diner Blend,Coffee,February,2,9,4,Thursday
17963,1899-12-30 09:36:26,1,3,3,2023,February,2,87,Hell's Kitchen,8,Not Defined,Barista Espresso,Ouro Brasileiro shot,Coffee,February,2,9,4,Thursday
17964,1899-12-30 09:40:52,1,2,2,2023,February,2,48,Lower Manhattan,5,Regular,Brewed Black tea,English Breakfast,Tea,February,2,9,4,Thursday
17965,1899-12-30 09:42:51,1,3,3,2023,February,2,47,Hell's Kitchen,8,Large,Brewed Green tea,Serenity Green Tea,Tea,February,2,9,4,Thursday
17966,1899-12-30 09:45:34,1,3,3,2023,February,2,30,Lower Manhattan,5,Large,Gourmet brewed coffee,Columbian Medium Roast,Coffee,February,2,9,4,Thursday
17967,1899-12-30 09:46:33,2,2,5,2023,February,2,48,Hell's Kitchen,8,Regular,Brewed Black tea,English Breakfast,Tea,February,2,9,4,Thursday
17968,1899-12-30 09:52:17,1,3,3,2023,February,2,26,Lower Manhattan,5,Regular,Organic brewed coffee,Brazilian,Coffee,February,2,9,4,Thursday
17969,1899-12-30 09:54:48,1,2,2,2023,February,2,34,Hell's Kitchen,8,Small,Premium brewed coffee,Jamaican Coffee River,Coffee,February,2,9,4,Thursday
17970,1899-12-30 09:56:28,2,4,8,2023,February,2,41,Hell's Kitchen,8,Large,Barista Espresso,Cappuccino,Coffee,February,2,9,4,Thursday
17971,1899-12-30 10:02:04,1,4,4,2023,February,2,58,Hell's Kitchen,8,Regular,Hot chocolate,Dark chocolate,Drinking Chocolate,February,2,10,4,Thursday
17972,1899-12-30 10:03:05,2,4,7,2023,February,2,33,Hell's Kitchen,8,Large,Gourmet brewed coffee,Ethiopia,Coffee,February,2,10,4,Thursday
17973,1899-12-30 10:03:05,1,4,4,2023,February,2,79,Hell's Kitchen,8,Not Defined,Scone,Jumbo Savory Scone,Bakery,February,2,10,4,Thursday
17974,1899-12-30 10:05:16,2,2,5,2023,February,2,42,Hell's Kitchen,8,Regular,Brewed herbal tea,Lemon Grass,Tea,February,2,10,4,Thursday
17975,1899-12-30 10:05:22,1,4,4,2023,February,2,55,Lower Manhattan,5,Large,Brewed Chai tea,Morning Sunrise Chai,Tea,February,2,10,4,Thursday
17976,1899-12-30 10:09:38,2,4,8,2023,February,2,39,Hell's Kitchen,8,Regular,Barista Espresso,Latte,Coffee,February,2,10,4,Thursday
17977,1899-12-30 10:13:55,2,3,6,2023,February,2,26,Lower Manhattan,5,Regular,Organic brewed coffee,Brazilian,Coffee,February,2,10,4,Thursday
17978,1899-12-30 10:13:55,1,4,4,2023,February,2,79,Lower Manhattan,5,Not Defined,Scone,Jumbo Savory Scone,Bakery,February,2,10,4,Thursday
17979,1899-12-30 10:16:43,1,2,2,2023,February,2,28,Lower Manhattan,5,Small,Gourmet brewed coffee,Columbian Medium Roast,Coffee,February,2,10,4,Thursday
17980,1899-12-30 10:20:39,2,3,6,2023,February,2,26,Hell's Kitchen,8,Regular,Organic brewed coffee,Brazilian,Coffee,February,2,10,4,Thursday
17981,1899-12-30 10:20:39,1,4,4,2023,February,2,73,Hell's Kitchen,8,Not Defined,Pastry,Almond Croissant,Bakery,February,2,10,4,Thursday
17982,1899-12-30 10:21:50,1,3,3,2023,February,2,56,Hell's Kitchen,8,Regular,Brewed Chai tea,Spicy Eye Opener Chai,Tea,February,2,10,4,Thursday
17983,1899-12-30 10:24:59,1,3,3,2023,February,2,49,Hell's Kitchen,8,Large,Brewed Black tea,English Breakfast,Tea,February,2,10,4,Thursday
17984,1899-12-30 10:28:38,2,2,4,2023,February,2,25,Lower Manhattan,5,Small,Organic brewed coffee,Brazilian,Coffee,February,2,10,4,Thursday
17985,1899-12-30 10:30:32,1,3,3,2023,February,2,87,Hell's Kitchen,8,Not Defined,Barista Espresso,Ouro Brasileiro shot,Coffee,February,2,10,4,Thursday
17986,1899-12-30 10:31:49,1,2,2,2023,February,2,46,Hell's Kitchen,8,Regular,Brewed Green tea,Serenity Green Tea,Tea,February,2,10,4,Thursday
17987,1899-12-30 10:33:27,1,3,3,2023,February,2,35,Lower Manhattan,5,Regular,Premium brewed coffee,Jamaican Coffee River,Coffee,February,2,10,4,Thursday
17988,1899-12-30 10:34:26,2,3,6,2023,February,2,24,Hell's Kitchen,8,Large,Drip coffee,Our Old Time Diner Blend,Coffee,February,2,10,4,Thursday
17989,1899-12-30 10:36:18,2,2,5,2023,February,2,50,Hell's Kitchen,8,Regular,Brewed Black tea,Earl Grey,Tea,February,2,10,4,Thursday
17990,1899-12-30 10:38:55,2,3,6,2023,February,2,51,Hell's Kitchen,8,Large,Brewed Black tea,Earl Grey,Tea,February,2,10,4,Thursday
17991,1899-12-30 10:43:58,1,4,4,2023,February,2,59,Hell's Kitchen,8,Large,Hot chocolate,Dark chocolate,Drinking Chocolate,February,2,10,4,Thursday
17992,1899-12-30 10:46:23,2,4,8,2023,February,2,40,Hell's Kitchen,8,Not Defined,Barista Espresso,Cappuccino,Coffee,February,2,10,4,Thursday
17993,1899-12-30 10:48:57,1,3,3,2023,February,2,53,Lower Manhattan,5,Large,Brewed Chai tea,Traditional Blend Chai,Tea,February,2,10,4,Thursday
17994,1899-12-30 10:49:58,1,3,3,2023,February,2,32,Hell's Kitchen,8,Regular,Gourmet brewed coffee,Ethiopia,Coffee,February,2,10,4,Thursday
17995,1899-12-30 10:55:38,2,5,10,2023,February,2,61,Hell's Kitchen,8,Large,Hot chocolate,Sustainably Grown Organic,Drinking Chocolate,February,2,10,4,Thursday
17996,1899-12-30 10:55:38,1,3,3,2023,February,2,69,Hell's Kitchen,8,Not Defined,Biscotti,Hazelnut Biscotti,Bakery,February,2,10,4,Thursday
17997,1899-12-30 10:59:58,1,3,3,2023,February,2,32,Hell's Kitchen,8,Regular,Gourmet brewed coffee,Ethiopia,Coffee,February,2,10,4,Thursday
17998,1899-12-30 11:01:57,1,4,4,2023,February,2,41,Hell's Kitchen,8,Large,Barista Espresso,Cappuccino,Coffee,February,2,11,4,Thursday
17999,1899-12-30 11:05:11,2,4,8,2023,February,2,41,Astoria,3,Large,Barista Espresso,Cappuccino,Coffee,February,2,11,4,Thursday
18000,1899-12-30 11:06:28,1,2,2,2023,February,2,25,Lower Manhattan,5,Small,Organic brewed coffee,Brazilian,Coffee,February,2,11,4,Thursday
18001,1899-12-30 11:06:46,2,3,6,2023,February,2,53,Astoria,3,Large,Brewed Chai tea,Traditional Blend Chai,Tea,February,2,11,4,Thursday
18002,1899-12-30 11:10:42,2,4,7,2023,February,2,58,Hell's Kitchen,8,Regular,Hot chocolate,Dark chocolate,Drinking Chocolate,February,2,11,4,Thursday
18003,1899-12-30 11:11:23,2,3,6,2023,February,2,26,Astoria,3,Regular,Organic brewed coffee,Brazilian,Coffee,February,2,11,4,Thursday
18004,1899-12-30 11:12:21,2,2,5,2023,February,2,46,Lower Manhattan,5,Regular,Brewed Green tea,Serenity Green Tea,Tea,February,2,11,4,Thursday
18005,1899-12-30 11:15:12,1,4,4,2023,February,2,40,Astoria,3,Not Defined,Barista Espresso,Cappuccino,Coffee,February,2,11,4,Thursday
18006,1899-12-30 11:15:28,1,3,3,2023,February,2,30,Astoria,3,Large,Gourmet brewed coffee,Columbian Medium Roast,Coffee,February,2,11,4,Thursday
18007,1899-12-30 11:16:23,1,3,3,2023,February,2,35,Lower Manhattan,5,Regular,Premium brewed coffee,Jamaican Coffee River,Coffee,February,2,11,4,Thursday
18008,1899-12-30 11:17:59,2,2,5,2023,February,2,54,Hell's Kitchen,8,Regular,Brewed Chai tea,Morning Sunrise Chai,Tea,February,2,11,4,Thursday
18009,1899-12-30 11:19:38,1,4,4,2023,February,2,33,Hell's Kitchen,8,Large,Gourmet brewed coffee,Ethiopia,Coffee,February,2,11,4,Thursday
18010,1899-12-30 11:21:17,1,5,5,2023,February,2,61,Hell's Kitchen,8,Large,Hot chocolate,Sustainably Grown Organic,Drinking Chocolate,February,2,11,4,Thursday
18011,1899-12-30 11:24:42,1,4,4,2023,February,2,38,Lower Manhattan,5,Not Defined,Barista Espresso,Latte,Coffee,February,2,11,4,Thursday
18012,1899-12-30 11:24:50,2,2,5,2023,February,2,52,Astoria,3,Regular,Brewed Chai tea,Traditional Blend Chai,Tea,February,2,11,4,Thursday
18013,1899-12-30 11:25:20,2,2,5,2023,February,2,54,Lower Manhattan,5,Regular,Brewed Chai tea,Morning Sunrise Chai,Tea,February,2,11,4,Thursday
18014,1899-12-30 11:30:04,1,2,2,2023,February,2,42,Astoria,3,Regular,Brewed herbal tea,Lemon Grass,Tea,February,2,11,4,Thursday
18015,1899-12-30 11:30:48,1,2,2,2023,February,2,54,Hell's Kitchen,8,Regular,Brewed Chai tea,Morning Sunrise Chai,Tea,February,2,11,4,Thursday
18016,1899-12-30 11:32:11,2,5,10,2023,February,2,61,Lower Manhattan,5,Large,Hot chocolate,Sustainably Grown Organic,Drinking Chocolate,February,2,11,4,Thursday
18017,1899-12-30 11:35:02,1,3,3,2023,February,2,49,Astoria,3,Large,Brewed Black tea,English Breakfast,Tea,February,2,11,4,Thursday
18018,1899-12-30 11:35:02,1,4,4,2023,February,2,79,Astoria,3,Not Defined,Scone,Jumbo Savory Scone,Bakery,February,2,11,4,Thursday
18019,1899-12-30 11:35:14,2,2,4,2023,February,2,25,Astoria,3,Small,Organic brewed coffee,Brazilian,Coffee,February,2,11,4,Thursday
18020,1899-12-30 11:35:14,1,3,3,2023,February,2,69,Astoria,3,Not Defined,Biscotti,Hazelnut Biscotti,Bakery,February,2,11,4,Thursday
18021,1899-12-30 11:36:08,2,4,8,2023,February,2,41,Hell's Kitchen,8,Large,Barista Espresso,Cappuccino,Coffee,February,2,11,4,Thursday
18022,1899-12-30 11:36:20,2,5,10,2023,February,2,61,Astoria,3,Large,Hot chocolate,Sustainably Grown Organic,Drinking Chocolate,February,2,11,4,Thursday
18023,1899-12-30 11:37:03,1,3,3,2023,February,2,51,Hell's Kitchen,8,Large,Brewed Black tea,Earl Grey,Tea,February,2,11,4,Thursday
18024,1899-12-30 11:37:21,1,2,2,2023,February,2,25,Hell's Kitchen,8,Small,Organic brewed coffee,Brazilian,Coffee,February,2,11,4,Thursday
18025,1899-12-30 11:40:05,2,2,5,2023,February,2,44,Hell's Kitchen,8,Regular,Brewed herbal tea,Peppermint,Tea,February,2,11,4,Thursday
18026,1899-12-30 11:40:05,1,4,4,2023,February,2,73,Hell's Kitchen,8,Not Defined,Pastry,Almond Croissant,Bakery,February,2,11,4,Thursday
18027,1899-12-30 11:40:12,2,3,6,2023,February,2,45,Hell's Kitchen,8,Large,Brewed herbal tea,Peppermint,Tea,February,2,11,4,Thursday
18028,1899-12-30 11:42:01,2,4,8,2023,February,2,60,Hell's Kitchen,8,Regular,Hot chocolate,Sustainably Grown Organic,Drinking Chocolate,February,2,11,4,Thursday
18029,1899-12-30 11:42:01,1,4,4,2023,February,2,71,Hell's Kitchen,8,Not Defined,Pastry,Chocolate Croissant,Bakery,February,2,11,4,Thursday
18030,1899-12-30 11:43:04,2,3,6,2023,February,2,26,Astoria,3,Regular,Organic brewed coffee,Brazilian,Coffee,February,2,11,4,Thursday
18031,1899-12-30 11:43:21,2,4,9,2023,February,2,59,Hell's Kitchen,8,Large,Hot chocolate,Dark chocolate,Drinking Chocolate,February,2,11,4,Thursday
18032,1899-12-30 11:48:24,1,2,2,2023,February,2,48,Astoria,3,Regular,Brewed Black tea,English Breakfast,Tea,February,2,11,4,Thursday
18033,1899-12-30 11:50:32,1,4,4,2023,February,2,33,Hell's Kitchen,8,Large,Gourmet brewed coffee,Ethiopia,Coffee,February,2,11,4,Thursday
18034,1899-12-30 11:51:37,1,4,4,2023,February,2,36,Lower Manhattan,5,Large,Premium brewed coffee,Jamaican Coffee River,Coffee,February,2,11,4,Thursday
18035,1899-12-30 11:53:54,2,4,9,2023,February,2,59,Hell's Kitchen,8,Large,Hot chocolate,Dark chocolate,Drinking Chocolate,February,2,11,4,Thursday
18036,1899-12-30 11:54:01,2,3,6,2023,February,2,43,Lower Manhattan,5,Large,Brewed herbal tea,Lemon Grass,Tea,February,2,11,4,Thursday
18037,1899-12-30 11:54:29,1,4,4,2023,February,2,41,Astoria,3,Large,Barista Espresso,Cappuccino,Coffee,February,2,11,4,Thursday
18038,1899-12-30 12:00:02,1,3,3,2023,February,2,24,Lower Manhattan,5,Large,Drip coffee,Our Old Time Diner Blend,Coffee,February,2,12,4,Thursday
18039,1899-12-30 12:00:25,1,4,4,2023,February,2,55,Astoria,3,Large,Brewed Chai tea,Morning Sunrise Chai,Tea,February,2,12,4,Thursday
18040,1899-12-30 12:01:04,2,4,8,2023,February,2,55,Lower Manhattan,5,Large,Brewed Chai tea,Morning Sunrise Chai,Tea,February,2,12,4,Thursday
18041,1899-12-30 12:02:45,1,3,3,2023,February,2,45,Astoria,3,Large,Brewed herbal tea,Peppermint,Tea,February,2,12,4,Thursday
18042,1899-12-30 12:08:52,1,3,3,2023,February,2,32,Lower Manhattan,5,Regular,Gourmet brewed coffee,Ethiopia,Coffee,February,2,12,4,Thursday
